AccidentDate,State,Accident_Count
2019-06-25,NC,96
2019-06-25,NE,27
2019-06-25,NH,7
2019-06-25,NJ,55
2019-06-25,NM,6
2019-06-25,NV,6
2019-06-25,NY,160
2019-06-25,OH,42
2019-06-25,OK,68
2019-06-25,OR,44
2019-06-25,PA,64
2019-06-25,RI,14
2019-06-25,SC,199
2019-06-25,TN,59
2019-06-25,TX,301
2019-06-25,UT,105
2019-06-25,VA,102
2019-06-25,VT,2
2019-06-25,WA,51
2019-06-25,WI,18
2019-06-25,WV,1
2019-06-26,AL,52
2019-06-26,AR,1
2019-06-26,AZ,102
2019-06-26,CA,372
2019-06-26,CO,64
2019-06-26,CT,23
2019-06-26,DC,3
2019-06-26,DE,3
2019-06-26,FL,234
2019-06-26,GA,87
2019-06-26,IA,11
2019-06-26,ID,3
2019-06-26,IL,60
2019-06-26,IN,42
2019-06-26,KS,13
2019-06-26,KY,12
2019-06-26,LA,72
2019-06-26,MA,29
2019-06-26,MD,46
2019-06-26,ME,2
2019-06-26,MI,82
2019-06-26,MN,59
2019-06-26,MO,36
2019-06-26,MS,1
2019-06-26,MT,3
2019-06-26,NC,172
2019-06-26,NE,25
2019-06-26,NH,1
2019-06-26,NJ,54
2019-06-26,NM,6
2019-06-26,NV,14
2019-06-26,NY,155
2019-06-26,OH,35
2019-06-26,OK,62
2019-06-26,OR,121
2019-06-26,PA,79
2019-06-26,RI,6
2019-06-26,SC,179
2019-06-26,TN,65
2019-06-26,TX,232
2019-06-26,UT,66
2019-06-26,VA,92
2019-06-26,WA,41
2019-06-26,WI,15
2019-06-27,AL,57
2019-06-27,AR,2
2019-06-27,AZ,85
2019-06-27,CA,281
2019-06-27,CO,56
2019-06-27,CT,17
2019-06-27,DC,4
2019-06-27,DE,3
2019-06-27,FL,144
2019-06-27,GA,26
2019-06-27,IA,7
2019-06-27,ID,1
2019-06-27,IL,50
2019-06-27,IN,18
2019-06-27,KS,12
2019-06-27,KY,18
2019-06-27,LA,68
2019-06-27,MA,19
2019-06-27,MD,21
2019-06-27,ME,4
2019-06-27,MI,60
2019-06-27,MN,42
2019-06-27,MO,28
2019-06-27,MS,7
2019-06-27,NC,167
2019-06-27,NE,6
2019-06-27,NH,2
2019-06-27,NJ,44
2019-06-27,NM,8
2019-06-27,NV,8
2019-06-27,NY,82
2019-06-27,OH,32
2019-06-27,OK,69
2019-06-27,OR,86
2019-06-27,PA,46
2019-06-27,RI,14
2019-06-27,SC,160
2019-06-27,TN,54
2019-06-27,TX,207
2019-06-27,UT,95
2019-06-27,VA,88
2019-06-27,WA,42
2019-06-27,WI,12
2019-06-27,WV,1
2019-06-28,AL,97
2019-06-28,AR,1
2019-06-28,AZ,100
2019-06-28,CA,336
2019-06-28,CO,70
2019-06-28,CT,26
2019-06-28,DC,7
2019-06-28,DE,7
2019-06-28,FL,193
2019-06-28,GA,69
2019-06-28,IA,7
2019-06-28,ID,2
2019-06-28,IL,38
2019-06-28,IN,33
2019-06-28,KS,7
2019-06-28,KY,29
2019-06-28,LA,90
2019-06-28,MA,21
2019-06-28,MD,35
2019-06-28,ME,4
2019-06-28,MI,66
2019-06-28,MN,36
2019-06-28,MO,30
2019-06-28,MS,5
2019-06-28,NC,145
2019-06-28,NE,12
2019-06-28,NH,3
2019-06-28,NJ,32
2019-06-28,NM,7
2019-06-28,NV,12
2019-06-28,NY,115
2019-06-28,OH,45
2019-06-28,OK,89
2019-06-28,OR,131
2019-06-28,PA,61
2019-06-28,RI,5
2019-06-28,SC,237
2019-06-28,TN,55
2019-06-28,TX,295
2019-06-28,UT,84
2019-06-28,VA,89
2019-06-28,WA,30
2019-06-28,WI,13
2019-06-28,WV,2
2019-06-29,AL,22
2019-06-29,AZ,18
2019-06-29,CA,153
2019-06-29,CO,19
2019-06-29,CT,5
2019-06-29,FL,83
2019-06-29,GA,35
2019-06-29,IA,2
2019-06-29,ID,1
2019-06-29,IL,18
2019-06-29,IN,12
2019-06-29,KS,4
2019-06-29,KY,8
2019-06-29,LA,10
2019-06-29,MA,1
2019-06-29,MD,4
2019-06-29,MI,17
2019-06-29,MN,31
2019-06-29,MO,15
2019-06-29,NC,57
2019-06-29,NE,10
2019-06-29,NH,3
2019-06-29,NJ,12
2019-06-29,NM,2
2019-06-29,NV,2
2019-06-29,NY,32
2019-06-29,OH,7
2019-06-29,OK,8
2019-06-29,OR,94
2019-06-29,PA,19
2019-06-29,RI,1
2019-06-29,SC,96
2019-06-29,TN,21
2019-06-29,TX,96
2019-06-29,UT,51
2019-06-29,VA,15
2019-06-29,WA,22
2019-06-29,WI,9
2019-06-29,WY,2
2019-06-30,AL,32
2019-06-30,AR,4
2019-06-30,AZ,31
2019-06-30,CA,204
2019-06-30,CO,31
2019-06-30,CT,6
2019-06-30,DC,1
2019-06-30,FL,53
2019-06-30,GA,29
2019-06-30,IA,6
2019-06-30,ID,1
2019-06-30,IL,9
2019-06-30,IN,4
2019-06-30,KS,1
2019-06-30,KY,10
2019-06-30,LA,22
2019-06-30,MA,4
2019-06-30,MD,7
2019-06-30,MI,20
2019-06-30,MN,31
2019-06-30,MO,9
2019-06-30,MS,2
2019-06-30,NC,36
2019-06-30,NE,1
2019-06-30,NH,3
2019-06-30,NJ,11
2019-06-30,NM,6
2019-06-30,NV,6
2019-06-30,NY,53
2019-06-30,OH,7
2019-06-30,OK,8
2019-06-30,OR,91
2019-06-30,PA,16
2019-06-30,RI,1
2019-06-30,SC,53
2019-06-30,TN,11
2019-06-30,TX,95
2019-06-30,UT,31
2019-06-30,VA,15
2019-06-30,WA,24
2019-06-30,WI,12
2019-07-01,AL,58
2019-07-01,AR,2
2019-07-01,AZ,99
2019-07-01,CA,379
2019-07-01,CO,42
2019-07-01,CT,16
2019-07-01,DC,3
2019-07-01,DE,12
2019-07-01,FL,203
2019-07-01,GA,56
2019-07-01,IA,6
2019-07-01,ID,1
2019-07-01,IL,73
2019-07-01,IN,21
2019-07-01,KS,6
2019-07-01,KY,24
2019-07-01,LA,71
2019-07-01,MA,32
2019-07-01,MD,33
2019-07-01,ME,3
2019-07-01,MI,73
2019-07-01,MN,51
2019-07-01,MO,20
2019-07-01,MS,5
2019-07-01,MT,1
2019-07-01,NC,148
2019-07-01,NE,13
2019-07-01,NH,8
2019-07-01,NJ,51
2019-07-01,NM,4
2019-07-01,NV,7
2019-07-01,NY,138
2019-07-01,OH,53
2019-07-01,OK,85
2019-07-01,OR,123
2019-07-01,PA,68
2019-07-01,RI,8
2019-07-01,SC,241
2019-07-01,TN,66
2019-07-01,TX,208
2019-07-01,UT,74
2019-07-01,VA,65
2019-07-01,WA,58
2019-07-01,WI,14
2019-07-01,WV,1
2019-07-02,AL,44
2019-07-02,AR,4
2019-07-02,AZ,25
2019-07-02,CA,297
2019-07-02,CO,55
2019-07-02,CT,13
2019-07-02,DC,3
2019-07-02,DE,5
2019-07-02,FL,190
2019-07-02,GA,87
2019-07-02,IA,5
2019-07-02,ID,5
2019-07-02,IL,70
2019-07-02,IN,26
2019-07-02,KS,9
2019-07-02,KY,25
2019-07-02,LA,85
2019-07-02,MA,27
2019-07-02,MD,29
2019-07-02,ME,1
2019-07-02,MI,86
2019-07-02,MN,30
2019-07-02,MO,24
2019-07-02,MS,8
2019-07-02,NC,145
2019-07-02,NE,29
2019-07-02,NH,7
2019-07-02,NJ,32
2019-07-02,NM,6
2019-07-02,NV,8
2019-07-02,NY,147
2019-07-02,OH,53
2019-07-02,OK,81
2019-07-02,OR,44
2019-07-02,PA,56
2019-07-02,RI,12
2019-07-02,SC,197
2019-07-02,TN,51
2019-07-02,TX,217
2019-07-02,UT,76
2019-07-02,VA,96
2019-07-02,WA,57
2019-07-02,WI,15
2019-07-03,AL,73
2019-07-03,AR,5
2019-07-03,AZ,29
2019-07-03,CA,382
2019-07-03,CO,50
2019-07-03,CT,27
2019-07-03,DC,5
2019-07-03,DE,5
2019-07-03,FL,204
2019-07-03,GA,84
2019-07-03,IA,9
2019-07-03,ID,3
2019-07-03,IL,66
2019-07-03,IN,35
2019-07-03,KS,9
2019-07-03,KY,25
2019-07-03,LA,71
2019-07-03,MA,33
2019-07-03,MD,44
2019-07-03,ME,2
2019-07-03,MI,84
2019-07-03,MN,7
2019-07-03,MO,29
2019-07-03,MS,5
2019-07-03,MT,1
2019-07-03,NC,129
2019-07-03,NE,17
2019-07-03,NH,3
2019-07-03,NJ,29
2019-07-03,NM,8
2019-07-03,NV,12
2019-07-03,NY,141
2019-07-03,OH,50
2019-07-03,OK,77
2019-07-03,OR,32
2019-07-03,PA,50
2019-07-03,RI,18
2019-07-03,SC,202
2019-07-03,TN,66
2019-07-03,TX,280
2019-07-03,UT,102
2019-07-03,VA,84
2019-07-03,VT,2
2019-07-03,WA,68
2019-07-03,WI,14
2019-07-03,WV,2
2019-07-04,AL,25
2019-07-04,AZ,15
2019-07-04,CA,161
2019-07-04,CO,29
2019-07-04,CT,8
2019-07-04,DC,3
2019-07-04,DE,4
2019-07-04,FL,96
2019-07-04,GA,26
2019-07-04,IA,3
2019-07-04,IL,25
2019-07-04,IN,17
2019-07-04,KS,7
2019-07-04,KY,8
2019-07-04,LA,35
2019-07-04,MA,8
2019-07-04,MD,19
2019-07-04,ME,1
2019-07-04,MI,23
2019-07-04,MO,16
2019-07-04,MS,2
2019-07-04,NC,52
2019-07-04,NE,13
2019-07-04,NH,3
2019-07-04,NJ,18
2019-07-04,NM,3
2019-07-04,NV,3
2019-07-04,NY,62
2019-07-04,OH,11
2019-07-04,OK,45
2019-07-04,OR,18
2019-07-04,PA,30
2019-07-04,RI,4
2019-07-04,SC,140
2019-07-04,TN,24
2019-07-04,TX,166
2019-07-04,UT,62
2019-07-04,VA,59
2019-07-04,WA,14
2019-07-04,WI,13
2019-07-04,WV,1
2019-07-05,AL,51
2019-07-05,AZ,22
2019-07-05,CA,266
2019-07-05,CO,18
2019-07-05,CT,10
2019-07-05,DC,2
2019-07-05,DE,1
2019-07-05,FL,191
2019-07-05,GA,58
2019-07-05,IA,3
2019-07-05,ID,3
2019-07-05,IL,39
2019-07-05,IN,15
2019-07-05,KS,8
2019-07-05,KY,13
2019-07-05,LA,49
2019-07-05,MA,11
2019-07-05,MD,20
2019-07-05,MI,63
2019-07-05,MN,18
2019-07-05,MO,15
2019-07-05,NC,89
2019-07-05,NE,12
2019-07-05,NH,3
2019-07-05,NJ,40
2019-07-05,NM,3
2019-07-05,NV,21
2019-07-05,NY,113
2019-07-05,OH,27
2019-07-05,OK,72
2019-07-05,OR,124
2019-07-05,PA,56
2019-07-05,RI,6
2019-07-05,SC,171
2019-07-05,TN,35
2019-07-05,TX,210
2019-07-05,UT,42
2019-07-05,VA,72
2019-07-05,WA,44
2019-07-05,WI,6
2019-07-06,AL,18
2019-07-06,AZ,5
2019-07-06,CA,177
2019-07-06,CO,19
2019-07-06,CT,10
2019-07-06,DC,1
2019-07-06,FL,72
2019-07-06,GA,27
2019-07-06,IA,1
2019-07-06,IL,22
2019-07-06,IN,8
2019-07-06,KS,3
2019-07-06,KY,7
2019-07-06,LA,8
2019-07-06,MA,1
2019-07-06,MD,11
2019-07-06,ME,1
2019-07-06,MI,30
2019-07-06,MN,23
2019-07-06,MO,4
2019-07-06,NC,30
2019-07-06,NE,4
2019-07-06,NH,8
2019-07-06,NJ,3
2019-07-06,NM,3
2019-07-06,NV,2
2019-07-06,NY,29
2019-07-06,OH,1
2019-07-06,OK,10
2019-07-06,OR,82
2019-07-06,PA,21
2019-07-06,RI,1
2019-07-06,SC,65
2019-07-06,TN,10
2019-07-06,TX,26
2019-07-06,UT,27
2019-07-06,VA,17
2019-07-06,WA,17
2019-07-06,WI,1
2019-07-06,WV,1
2019-07-07,AL,18
2019-07-07,AR,1
2019-07-07,AZ,6
2019-07-07,CA,174
2019-07-07,CO,39
2019-07-07,CT,5
2019-07-07,DE,2
2019-07-07,FL,74
2019-07-07,GA,27
2019-07-07,ID,2
2019-07-07,IL,15
2019-07-07,IN,3
2019-07-07,KS,4
2019-07-07,KY,3
2019-07-07,LA,19
2019-07-07,MA,6
2019-07-07,MD,11
2019-07-07,ME,8
2019-07-07,MI,27
2019-07-07,MN,25
2019-07-07,MO,5
2019-07-07,NC,32
2019-07-07,NE,1
2019-07-07,NH,2
2019-07-07,NJ,11
2019-07-07,NM,2
2019-07-07,NV,2
2019-07-07,NY,57
2019-07-07,OH,1
2019-07-07,OK,1
2019-07-07,OR,84
2019-07-07,PA,24
2019-07-07,RI,4
2019-07-07,SC,74
2019-07-07,TN,23
2019-07-07,TX,42
2019-07-07,UT,30
2019-07-07,VA,30
2019-07-07,WA,18
2019-07-07,WI,5
2019-07-07,WV,1
2019-07-08,AL,70
2019-07-08,AR,6
2019-07-08,AZ,22
2019-07-08,CA,284
2019-07-08,CO,47
2019-07-08,CT,17
2019-07-08,DC,6
2019-07-08,DE,8
2019-07-08,FL,250
2019-07-08,GA,46
2019-07-08,IA,13
2019-07-08,ID,2
2019-07-08,IL,62
2019-07-08,IN,35
2019-07-08,KS,2
2019-07-08,KY,21
2019-07-08,LA,57
2019-07-08,MA,40
2019-07-08,MD,37
2019-07-08,ME,2
2019-07-08,MI,54
2019-07-08,MN,36
2019-07-08,MO,22
2019-07-08,MS,6
2019-07-08,NC,93
2019-07-08,NE,25
2019-07-08,NH,2
2019-07-08,NJ,28
2019-07-08,NV,10
2019-07-08,NY,146
2019-07-08,OH,40
2019-07-08,OK,76
2019-07-08,OR,117
2019-07-08,PA,67
2019-07-08,RI,7
2019-07-08,SC,171
2019-07-08,TN,68
2019-07-08,TX,236
2019-07-08,UT,47
2019-07-08,VA,85
2019-07-08,WA,47
2019-07-08,WI,17
2019-07-08,WV,3
2019-07-09,AL,68
2019-07-09,AZ,44
2019-07-09,CA,318
2019-07-09,CO,48
2019-07-09,CT,18
2019-07-09,DC,2
2019-07-09,DE,17
2019-07-09,FL,227
2019-07-09,GA,65
2019-07-09,IA,8
2019-07-09,ID,1
2019-07-09,IL,46
2019-07-09,IN,19
2019-07-09,KS,6
2019-07-09,KY,30
2019-07-09,LA,69
2019-07-09,MA,33
2019-07-09,MD,40
2019-07-09,ME,2
2019-07-09,MI,69
2019-07-09,MN,40
2019-07-09,MO,20
2019-07-09,MS,5
2019-07-09,NC,108
2019-07-09,NE,17
2019-07-09,NH,3
2019-07-09,NJ,48
2019-07-09,NM,3
2019-07-09,NV,10
2019-07-09,NY,125
2019-07-09,OH,48
2019-07-09,OK,88
2019-07-09,OR,143
2019-07-09,PA,50
2019-07-09,RI,13
2019-07-09,SC,176
2019-07-09,TN,56
2019-07-09,TX,262
2019-07-09,UT,74
2019-07-09,VA,106
2019-07-09,VT,1
2019-07-09,WA,47
2019-07-09,WI,15
2019-07-10,AL,41
2019-07-10,AR,1
2019-07-10,AZ,22
2019-07-10,CA,346
2019-07-10,CO,59
2019-07-10,CT,9
2019-07-10,DC,2
2019-07-10,DE,17
2019-07-10,FL,181
2019-07-10,GA,66
2019-07-10,IA,6
2019-07-10,ID,2
2019-07-10,IL,64
2019-07-10,IN,29
2019-07-10,KS,16
2019-07-10,KY,21
2019-07-10,LA,74
2019-07-10,MA,36
2019-07-10,MD,31
2019-07-10,ME,4
2019-07-10,MI,90
2019-07-10,MN,61
2019-07-10,MO,32
2019-07-10,MS,6
2019-07-10,NC,103
2019-07-10,NE,13
2019-07-10,NH,9
2019-07-10,NJ,39
2019-07-10,NM,14
2019-07-10,NV,10
2019-07-10,NY,113
2019-07-10,OH,44
2019-07-10,OK,83
2019-07-10,OR,55
2019-07-10,PA,53
2019-07-10,RI,19
2019-07-10,SC,137
2019-07-10,TN,46
2019-07-10,TX,262
2019-07-10,UT,73
2019-07-10,VA,86
2019-07-10,WA,75
2019-07-10,WI,17
2019-07-11,AL,61
2019-07-11,AZ,23
2019-07-11,CA,334
2019-07-11,CO,47
2019-07-11,CT,18
2019-07-11,DC,6
2019-07-11,DE,6
2019-07-11,FL,267
2019-07-11,GA,58
2019-07-11,IA,6
2019-07-11,ID,1
2019-07-11,IL,62
2019-07-11,IN,42
2019-07-11,KS,9
2019-07-11,KY,17
2019-07-11,LA,62
2019-07-11,MA,33
2019-07-11,MD,27
2019-07-11,ME,1
2019-07-11,MI,78
2019-07-11,MN,39
2019-07-11,MO,22
2019-07-11,MS,4
2019-07-11,MT,1
2019-07-11,NC,124
2019-07-11,NE,26
2019-07-11,NH,6
2019-07-11,NJ,54
2019-07-11,NM,2
2019-07-11,NV,5
2019-07-11,NY,167
2019-07-11,OH,36
2019-07-11,OK,82
2019-07-11,OR,85
2019-07-11,PA,51
2019-07-11,RI,8
2019-07-11,SC,175
2019-07-11,TN,45
2019-07-11,TX,236
2019-07-11,UT,84
2019-07-11,VA,81
2019-07-11,VT,1
2019-07-11,WA,49
2019-07-11,WI,28
2019-07-11,WV,5
2019-07-11,WY,1
2019-07-12,AL,83
2019-07-12,AR,2
2019-07-12,AZ,14
2019-07-12,CA,412
2019-07-12,CO,55
2019-07-12,CT,19
2019-07-12,DC,6
2019-07-12,DE,5
2019-07-12,FL,244
2019-07-12,GA,76
2019-07-12,IA,5
2019-07-12,ID,3
2019-07-12,IL,53
2019-07-12,IN,45
2019-07-12,KY,22
2019-07-12,LA,68
2019-07-12,MA,46
2019-07-12,MD,29
2019-07-12,ME,4
2019-07-12,MI,54
2019-07-12,MN,54
2019-07-12,MO,26
2019-07-12,MS,3
2019-07-12,NC,109
2019-07-12,NE,23
2019-07-12,NH,5
2019-07-12,NJ,38
2019-07-12,NM,4
2019-07-12,NV,13
2019-07-12,NY,188
2019-07-12,OH,36
2019-07-12,OK,90
2019-07-12,OR,120
2019-07-12,PA,67
2019-07-12,RI,19
2019-07-12,SC,160
2019-07-12,TN,52
2019-07-12,TX,247
2019-07-12,UT,67
2019-07-12,VA,73
2019-07-12,VT,2
2019-07-12,WA,35
2019-07-12,WI,27
2019-07-12,WV,1
2019-07-13,AL,44
2019-07-13,AZ,3
2019-07-13,CA,209
2019-07-13,CO,26
2019-07-13,CT,3
2019-07-13,FL,40
2019-07-13,GA,17
2019-07-13,IA,3
2019-07-13,ID,3
2019-07-13,IL,26
2019-07-13,IN,3
2019-07-13,KS,4
2019-07-13,KY,8
2019-07-13,LA,8
2019-07-13,MA,6
2019-07-13,MD,6
2019-07-13,MI,27
2019-07-13,MN,10
2019-07-13,MO,7
2019-07-13,MS,4
2019-07-13,MT,1
2019-07-13,NC,36
2019-07-13,NE,2
2019-07-13,NH,1
2019-07-13,NJ,15
2019-07-13,NM,2
2019-07-13,NV,4
2019-07-13,NY,53
2019-07-13,OH,7
2019-07-13,OK,7
2019-07-13,OR,107
2019-07-13,PA,29
2019-07-13,RI,3
2019-07-13,SC,100
2019-07-13,TN,27
2019-07-13,TX,47
2019-07-13,UT,47
2019-07-13,VA,17
2019-07-13,WA,22
2019-07-13,WI,3
2019-07-13,WV,1
2019-07-14,AL,25
2019-07-14,AR,2
2019-07-14,AZ,7
2019-07-14,CA,153
2019-07-14,CO,27
2019-07-14,CT,7
2019-07-14,DC,1
2019-07-14,FL,34
2019-07-14,GA,15
2019-07-14,IA,16
2019-07-14,ID,6
2019-07-14,IL,18
2019-07-14,IN,3
2019-07-14,KS,1
2019-07-14,KY,6
2019-07-14,LA,20
2019-07-14,MA,4
2019-07-14,MD,8
2019-07-14,ME,3
2019-07-14,MI,16
2019-07-14,MN,36
2019-07-14,MO,8
2019-07-14,NC,18
2019-07-14,NE,6
2019-07-14,NH,0
2019-07-14,NJ,8
2019-07-14,NV,3
2019-07-14,NY,46
2019-07-14,OH,8
2019-07-14,OK,4
2019-07-14,OR,100
2019-07-14,PA,11
2019-07-14,RI,4
2019-07-14,SC,88
2019-07-14,TN,21
2019-07-14,TX,40
2019-07-14,UT,25
2019-07-14,VA,24
2019-07-14,VT,2
2019-07-14,WA,27
2019-07-14,WI,3
2019-07-14,WV,3
2019-07-15,AL,54
2019-07-15,AR,4
2019-07-15,AZ,25
2019-07-15,CA,391
2019-07-15,CO,69
2019-07-15,CT,9
2019-07-15,DC,9
2019-07-15,DE,12
2019-07-15,FL,240
2019-07-15,GA,54
2019-07-15,IA,13
2019-07-15,ID,1
2019-07-15,IL,36
2019-07-15,IN,26
2019-07-15,KS,3
2019-07-15,KY,25
2019-07-15,LA,54
2019-07-15,MA,26
2019-07-15,MD,25
2019-07-15,ME,6
2019-07-15,MI,78
2019-07-15,MN,60
2019-07-15,MO,67
2019-07-15,MS,9
2019-07-15,NC,191
2019-07-15,NE,10
2019-07-15,NH,1
2019-07-15,NJ,48
2019-07-15,NM,7
2019-07-15,NV,12
2019-07-15,NY,130
2019-07-15,OH,63
2019-07-15,OK,81
2019-07-15,OR,120
2019-07-15,PA,52
2019-07-15,RI,11
2019-07-15,SC,157
2019-07-15,TN,76
2019-07-15,TX,280
2019-07-15,UT,53
2019-07-15,VA,104
2019-07-15,VT,3
2019-07-15,WA,47
2019-07-15,WI,21
2019-07-16,AL,51
2019-07-16,AR,6
2019-07-16,AZ,20
2019-07-16,CA,347
2019-07-16,CO,68
2019-07-16,CT,13
2019-07-16,DC,6
2019-07-16,DE,2
2019-07-16,FL,165
2019-07-16,GA,62
2019-07-16,IA,14
2019-07-16,IL,78
2019-07-16,IN,44
2019-07-16,KS,4
2019-07-16,KY,22
2019-07-16,LA,74
2019-07-16,MA,30
2019-07-16,MD,22
2019-07-16,ME,3
2019-07-16,MI,79
2019-07-16,MN,79
2019-07-16,MO,39
2019-07-16,MS,3
2019-07-16,NC,155
2019-07-16,NE,10
2019-07-16,NH,1
2019-07-16,NJ,53
2019-07-16,NM,4
2019-07-16,NV,7
2019-07-16,NY,167
2019-07-16,OH,44
2019-07-16,OK,78
2019-07-16,OR,103
2019-07-16,PA,53
2019-07-16,RI,17
2019-07-16,SC,156
2019-07-16,TN,62
2019-07-16,TX,257
2019-07-16,UT,32
2019-07-16,VA,76
2019-07-16,WA,42
2019-07-16,WI,23
2019-07-16,WY,1
2019-07-17,AL,61
2019-07-17,AR,3
2019-07-17,AZ,33
2019-07-17,CA,411
2019-07-17,CO,55
2019-07-17,CT,20
2019-07-17,DC,8
2019-07-17,DE,3
2019-07-17,FL,229
2019-07-17,GA,68
2019-07-17,IA,8
2019-07-17,ID,3
2019-07-17,IL,51
2019-07-17,IN,36
2019-07-17,KS,4
2019-07-17,KY,48
2019-07-17,LA,74
2019-07-17,MA,27
2019-07-17,MD,42
2019-07-17,ME,3
2019-07-17,MI,74
2019-07-17,MN,73
2019-07-17,MO,20
2019-07-17,MS,5
2019-07-17,NC,121
2019-07-17,NE,11
2019-07-17,NH,2
2019-07-17,NJ,61
2019-07-17,NM,6
2019-07-17,NV,11
2019-07-17,NY,163
2019-07-17,OH,63
2019-07-17,OK,68
2019-07-17,OR,117
2019-07-17,PA,53
2019-07-17,RI,8
2019-07-17,SC,144
2019-07-17,SD,2
2019-07-17,TN,61
2019-07-17,TX,269
2019-07-17,UT,26
2019-07-17,VA,85
2019-07-17,VT,5
2019-07-17,WA,67
2019-07-17,WI,18
2019-07-17,WV,2
2019-07-18,AL,63
2019-07-18,AR,5
2019-07-18,AZ,21
2019-07-18,CA,350
2019-07-18,CO,56
2019-07-18,CT,25
2019-07-18,DC,11
2019-07-18,FL,229
2019-07-18,GA,42
2019-07-18,IA,3
2019-07-18,ID,2
2019-07-18,IL,31
2019-07-18,IN,31
2019-07-18,KS,3
2019-07-18,KY,23
2019-07-18,LA,65
2019-07-18,MA,36
2019-07-18,MD,42
2019-07-18,ME,3
2019-07-18,MI,80
2019-07-18,MN,48
2019-07-18,MO,12
2019-07-18,MS,3
2019-07-18,NC,138
2019-07-18,NE,24
2019-07-18,NH,5
2019-07-18,NJ,67
2019-07-18,NM,11
2019-07-18,NV,9
2019-07-18,NY,149
2019-07-18,OH,51
2019-07-18,OK,85
2019-07-18,OR,134
2019-07-18,PA,61
2019-07-18,RI,11
2019-07-18,SC,225
2019-07-18,TN,59
2019-07-18,TX,242
2019-07-18,UT,14
2019-07-18,VA,66
2019-07-18,WA,72
2019-07-18,WI,40
2019-07-18,WV,3
2019-07-19,AL,77
2019-07-19,AZ,32
2019-07-19,CA,444
2019-07-19,CO,68
2019-07-19,CT,12
2019-07-19,DC,4
2019-07-19,DE,9
2019-07-19,FL,178
2019-07-19,GA,38
2019-07-19,IA,11
2019-07-19,ID,1
2019-07-19,IL,34
2019-07-19,IN,29
2019-07-19,KS,10
2019-07-19,KY,30
2019-07-19,LA,63
2019-07-19,MA,19
2019-07-19,MD,51
2019-07-19,ME,4
2019-07-19,MI,65
2019-07-19,MN,54
2019-07-19,MO,24
2019-07-19,MS,3
2019-07-19,NC,166
2019-07-19,NE,16
2019-07-19,NH,4
2019-07-19,NJ,42
2019-07-19,NM,4
2019-07-19,NV,18
2019-07-19,NY,134
2019-07-19,OH,42
2019-07-19,OK,98
2019-07-19,OR,148
2019-07-19,PA,63
2019-07-19,RI,8
2019-07-19,SC,222
2019-07-19,TN,41
2019-07-19,TX,288
2019-07-19,UT,26
2019-07-19,VA,114
2019-07-19,WA,37
2019-07-19,WI,20
2019-07-19,WV,2
2019-07-20,AL,32
2019-07-20,AZ,6
2019-07-20,CA,210
2019-07-20,CO,33
2019-07-20,CT,4
2019-07-20,DC,1
2019-07-20,FL,43
2019-07-20,GA,35
2019-07-20,IA,3
2019-07-20,IL,17
2019-07-20,IN,3
2019-07-20,KS,2
2019-07-20,KY,3
2019-07-20,LA,2
2019-07-20,MA,2
2019-07-20,MD,3
2019-07-20,ME,4
2019-07-20,MI,25
2019-07-20,MN,43
2019-07-20,MO,5
2019-07-20,MS,3
2019-07-20,NC,57
2019-07-20,NE,1
2019-07-20,NH,4
2019-07-20,NJ,13
2019-07-20,NM,1
2019-07-20,NV,2
2019-07-20,NY,33
2019-07-20,OH,1
2019-07-20,OK,14
2019-07-20,OR,108
2019-07-20,PA,23
2019-07-20,RI,5
2019-07-20,SC,82
2019-07-20,TN,23
2019-07-20,TX,42
2019-07-20,UT,4
2019-07-20,VA,6
2019-07-20,WA,25
2019-07-20,WI,7
2019-07-20,WV,1
2019-07-21,AL,23
2019-07-21,AR,2
2019-07-21,AZ,9
2019-07-21,CA,198
2019-07-21,CO,37
2019-07-21,CT,4
2019-07-21,DE,3
2019-07-21,FL,45
2019-07-21,GA,31
2019-07-21,IA,2
2019-07-21,ID,1
2019-07-21,IL,20
2019-07-21,IN,4
2019-07-21,KY,7
2019-07-21,LA,6
2019-07-21,MA,2
2019-07-21,MD,15
2019-07-21,ME,1
2019-07-21,MI,34
2019-07-21,MN,21
2019-07-21,MO,11
2019-07-21,MS,4
2019-07-21,NC,30
2019-07-21,NE,4
2019-07-21,NH,8
2019-07-21,NJ,11
2019-07-21,NV,4
2019-07-21,NY,50
2019-07-21,OH,1
2019-07-21,OK,10
2019-07-21,OR,124
2019-07-21,PA,21
2019-07-21,RI,7
2019-07-21,SC,66
2019-07-21,TN,18
2019-07-21,TX,39
2019-07-21,UT,33
2019-07-21,VA,13
2019-07-21,WA,26
2019-07-21,WI,7
2019-07-21,WV,2
2019-07-22,AL,56
2019-07-22,AR,2
2019-07-22,AZ,29
2019-07-22,CA,272
2019-07-22,CO,50
2019-07-22,CT,17
2019-07-22,DC,6
2019-07-22,DE,14
2019-07-22,FL,178
2019-07-22,GA,59
2019-07-22,IA,6
2019-07-22,ID,1
2019-07-22,IL,58
2019-07-22,IN,15
2019-07-22,KS,11
2019-07-22,KY,18
2019-07-22,LA,64
2019-07-22,MA,22
2019-07-22,MD,33
2019-07-22,ME,3
2019-07-22,MI,76
2019-07-22,MN,52
2019-07-22,MO,42
2019-07-22,MS,5
2019-07-22,MT,1
2019-07-22,NC,158
2019-07-22,NE,25
2019-07-22,NH,4
